class_name,class_number,doc_path,doc_id,zsl_split,gzsl_split
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/514879134+-9135.tif,514879134+-9135.tif,5,3
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518219790+-9791.tif,518219790+-9791.tif,5,0
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518301897+-1898.tif,518301897+-1898.tif,5,0
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518302385+-2386.tif,518302385+-2386.tif,5,0
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518301912+-1913.tif,518301912+-1913.tif,5,0
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518219488+-9489.tif,518219488+-9489.tif,5,0
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518219637+-9638.tif,518219637+-9638.tif,5,2
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/514879669+-9670.tif,514879669+-9670.tif,5,1
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518301918+-1919.tif,518301918+-1919.tif,5,4
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518219787+-9788.tif,518219787+-9788.tif,5,3
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518301986+-1987.tif,518301986+-1987.tif,5,0
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518219699+-9700.tif,518219699+-9700.tif,5,5
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518301892+-1893.tif,518301892+-1893.tif,5,0
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518302370+-2371.tif,518302370+-2371.tif,5,5
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518219490+-9491.tif,518219490+-9491.tif,5,0
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/514879965+-9966.tif,514879965+-9966.tif,5,5
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518302376+-2377.tif,518302376+-2377.tif,5,0
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/514878880+-8881.tif,514878880+-8881.tif,5,5
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/514879967+-9968.tif,514879967+-9968.tif,5,0
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518301888+-1889.tif,518301888+-1889.tif,5,5
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518302430+-2431.tif,518302430+-2431.tif,5,3
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/514879666+-9667.tif,514879666+-9667.tif,5,2
joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518301962+-1963.tif,518301962+-1963.tif,5,4
research_and_development,5,separacao-rvl_cdip/research_and_development/2057239519.tif,2057239519.tif,0,2
research_and_development,5,separacao-rvl_cdip/research_and_development/2057240530.tif,2057240530.tif,0,2
research_and_development,5,separacao-rvl_cdip/research_and_development/2057239520.tif,2057239520.tif,0,2
research_and_development,5,separacao-rvl_cdip/research_and_development/2057710503_2057710504.tif,2057710503_2057710504.tif,0,2
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/506462630.tif,506462630.tif,4,3
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/504453445_504453447.tif,504453445_504453447.tif,4,4
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/506803061.tif,506803061.tif,4,3
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/506462663_506462665.tif,506462663_506462665.tif,4,1
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/506803133.tif,506803133.tif,4,5
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/504486650.tif,504486650.tif,4,5
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/504454229_504454231.tif,504454229_504454231.tif,4,1
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/506567678.tif,506567678.tif,4,5
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/504454140_504454142.tif,504454140_504454142.tif,4,5
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/506567684.tif,506567684.tif,4,5
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/506462627.tif,506462627.tif,4,0
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/504454241.tif,504454241.tif,4,5
physical_test_variables,6,separacao-rvl_cdip/physical_test_variables/506462729.tif,506462729.tif,4,2
facsimile_cover_sheet,7,separacao-rvl_cdip/facsimile_cover_sheet/2063786785_6786.tif,2063786785_6786.tif,4,5
facsimile_cover_sheet,7,separacao-rvl_cdip/facsimile_cover_sheet/2063785610.tif,2063785610.tif,4,5
facsimile_cover_sheet,7,separacao-rvl_cdip/facsimile_cover_sheet/2084345189.tif,2084345189.tif,4,5
tracking_study,8,separacao-rvl_cdip/tracking_study/2060040186.tif,2060040186.tif,4,2
tracking_study,8,separacao-rvl_cdip/tracking_study/2060046831_2060046838.tif,2060046831_2060046838.tif,4,2
tracking_study,8,separacao-rvl_cdip/tracking_study/2060039684.tif,2060039684.tif,4,2
tracking_study,8,separacao-rvl_cdip/tracking_study/2060038919_2060038930.tif,2060038919_2060038930.tif,4,2
tracking_study,8,separacao-rvl_cdip/tracking_study/2060040312_2060040321.tif,2060040312_2060040321.tif,4,2
tracking_study,8,separacao-rvl_cdip/tracking_study/2060040154_2060040185.tif,2060040154_2060040185.tif,4,2
tracking_study,8,separacao-rvl_cdip/tracking_study/2060040040.tif,2060040040.tif,4,2
tracking_study,8,separacao-rvl_cdip/tracking_study/2060039871_2060039912.tif,2060039871_2060039912.tif,4,2
tracking_study,8,separacao-rvl_cdip/tracking_study/2060038587.tif,2060038587.tif,4,2
tracking_study,8,separacao-rvl_cdip/tracking_study/2060028445.tif,2060028445.tif,4,2
tracking_study,8,separacao-rvl_cdip/tracking_study/2060045500.tif,2060045500.tif,4,2
tracking_study,8,separacao-rvl_cdip/tracking_study/2060040333_2060040352.tif,2060040333_2060040352.tif,4,2
tracking_study,8,separacao-rvl_cdip/tracking_study/2060040322_2060040332.tif,2060040322_2060040332.tif,4,2
factory_cigarettes,9,separacao-rvl_cdip/factory_cigarettes/0001239824.tif,0001239824.tif,0,1
factory_cigarettes,9,separacao-rvl_cdip/factory_cigarettes/0001229994.tif,0001229994.tif,0,3
factory_cigarettes,9,separacao-rvl_cdip/factory_cigarettes/0001229949.tif,0001229949.tif,0,0
factory_cigarettes,9,separacao-rvl_cdip/factory_cigarettes/0001219475.tif,0001219475.tif,0,2
factory_cigarettes,9,separacao-rvl_cdip/factory_cigarettes/0001239924.tif,0001239924.tif,0,1
factory_cigarettes,9,separacao-rvl_cdip/factory_cigarettes/0001240016.tif,0001240016.tif,0,1
factory_cigarettes,9,separacao-rvl_cdip/factory_cigarettes/0001247598.tif,0001247598.tif,0,0
factory_cigarettes,9,separacao-rvl_cdip/factory_cigarettes/0001247450.tif,0001247450.tif,0,0
factory_cigarettes,9,separacao-rvl_cdip/factory_cigarettes/0001229955.tif,0001229955.tif,0,0
factory_cigarettes,9,separacao-rvl_cdip/factory_cigarettes/0001247610.tif,0001247610.tif,0,5
factory_cigarettes,9,separacao-rvl_cdip/factory_cigarettes/0001229948.tif,0001229948.tif,0,5
document_summary,10,separacao-rvl_cdip/document_summary/0000056590.tif,0000056590.tif,1,1
document_summary,10,separacao-rvl_cdip/document_summary/0000063251.tif,0000063251.tif,1,1
document_summary,10,separacao-rvl_cdip/document_summary/0000961138.tif,0000961138.tif,1,1
document_summary,10,separacao-rvl_cdip/document_summary/0000062658.tif,0000062658.tif,1,1
document_summary,10,separacao-rvl_cdip/document_summary/0000064142.tif,0000064142.tif,1,1
document_summary,10,separacao-rvl_cdip/document_summary/0000064129.tif,0000064129.tif,1,1
document_summary,10,separacao-rvl_cdip/document_summary/0001464047.tif,0001464047.tif,1,1
document_summary,10,separacao-rvl_cdip/document_summary/0000063530.tif,0000063530.tif,1,1
document_summary,10,separacao-rvl_cdip/document_summary/0000061197.tif,0000061197.tif,1,1
document_summary,10,separacao-rvl_cdip/document_summary/0000064094.tif,0000064094.tif,1,1
document_summary,10,separacao-rvl_cdip/document_summary/0001464035.tif,0001464035.tif,1,1
document_summary,10,separacao-rvl_cdip/document_summary/0000061196.tif,0000061196.tif,1,1
phillip_morris_material_specification,11,separacao-rvl_cdip/phillip_morris_material_specification/2031295980.tif,2031295980.tif,3,0
phillip_morris_material_specification,11,separacao-rvl_cdip/phillip_morris_material_specification/2031296064.tif,2031296064.tif,3,0
phillip_morris_material_specification,11,separacao-rvl_cdip/phillip_morris_material_specification/2031296040.tif,2031296040.tif,3,0
phillip_morris_material_specification,11,separacao-rvl_cdip/phillip_morris_material_specification/2031295993.tif,2031295993.tif,3,0
phillip_morris_material_specification,11,separacao-rvl_cdip/phillip_morris_material_specification/2031296001.tif,2031296001.tif,3,0
phillip_morris_material_specification,11,separacao-rvl_cdip/phillip_morris_material_specification/2031295938.tif,2031295938.tif,3,0
phillip_morris_material_specification,11,separacao-rvl_cdip/phillip_morris_material_specification/2031296158.tif,2031296158.tif,3,0
phillip_morris_material_specification,11,separacao-rvl_cdip/phillip_morris_material_specification/2031296018.tif,2031296018.tif,3,0
inbifoo_monthly_report,12,separacao-rvl_cdip/inbifoo_monthly_report/2501661580.tif,2501661580.tif,5,5
inbifoo_monthly_report,12,separacao-rvl_cdip/inbifoo_monthly_report/2501660879_2501660891.tif,2501660879_2501660891.tif,5,5
inbifoo_monthly_report,12,separacao-rvl_cdip/inbifoo_monthly_report/2501660119.tif,2501660119.tif,5,2
inbifoo_monthly_report,12,separacao-rvl_cdip/inbifoo_monthly_report/2501660134.tif,2501660134.tif,5,1
inbifoo_monthly_report,12,separacao-rvl_cdip/inbifoo_monthly_report/2501659808.tif,2501659808.tif,5,1
inbifoo_monthly_report,12,separacao-rvl_cdip/inbifoo_monthly_report/2501661161_2501661163.tif,2501661161_2501661163.tif,5,0
inbifoo_monthly_report,12,separacao-rvl_cdip/inbifoo_monthly_report/2501661389.tif,2501661389.tif,5,2
inbifoo_monthly_report,12,separacao-rvl_cdip/inbifoo_monthly_report/2501661167.tif,2501661167.tif,5,1
inbifoo_monthly_report,12,separacao-rvl_cdip/inbifoo_monthly_report/2501658593_2501658606.tif,2501658593_2501658606.tif,5,0
inbifoo_monthly_report,12,separacao-rvl_cdip/inbifoo_monthly_report/2501662308_2501662311.tif,2501662308_2501662311.tif,5,2
inbifoo_monthly_report,12,separacao-rvl_cdip/inbifoo_monthly_report/2501660093_2501660118.tif,2501660093_2501660118.tif,5,5
inbifoo_monthly_report,12,separacao-rvl_cdip/inbifoo_monthly_report/2501659407.tif,2501659407.tif,5,5
phillip_morris_test_distribution_no_logo,13,separacao-rvl_cdip/phillip_morris_test_distribution_no_logo/1000770313_1000770314.tif,1000770313_1000770314.tif,1,1
phillip_morris_test_distribution_no_logo,13,separacao-rvl_cdip/phillip_morris_test_distribution_no_logo/1000771450_1000771451.tif,1000771450_1000771451.tif,1,2
phillip_morris_test_distribution_no_logo,13,separacao-rvl_cdip/phillip_morris_test_distribution_no_logo/1000766586_6587.tif,1000766586_6587.tif,1,5
analytical_research_division_service_request_and_data_report,14,separacao-rvl_cdip/analytical_research_division_service_request_and_data_report/2023781453.tif,2023781453.tif,0,5
analytical_research_division_service_request_and_data_report,14,separacao-rvl_cdip/analytical_research_division_service_request_and_data_report/2025557028.tif,2025557028.tif,0,5
msds,15,separacao-rvl_cdip/msds/2051524955_2051524956.tif,2051524955_2051524956.tif,3,0
msds,15,separacao-rvl_cdip/msds/2053578578_2053578581.tif,2053578578_2053578581.tif,3,0
msds,15,separacao-rvl_cdip/msds/2053577529_2053577531.tif,2053577529_2053577531.tif,3,0
msds,15,separacao-rvl_cdip/msds/2053578122_2053578123.tif,2053578122_2053578123.tif,3,0
msds,15,separacao-rvl_cdip/msds/2051534327_2051534328.tif,2051534327_2051534328.tif,3,0
msds,15,separacao-rvl_cdip/msds/2051522158_2051522159.tif,2051522158_2051522159.tif,3,0
msds,15,separacao-rvl_cdip/msds/2030146607_2030146608.tif,2030146607_2030146608.tif,3,0
msds,15,separacao-rvl_cdip/msds/2051532941.tif,2051532941.tif,3,0
msds,15,separacao-rvl_cdip/msds/2053578972.tif,2053578972.tif,3,0
msds,15,separacao-rvl_cdip/msds/2051526947_2051526950.tif,2051526947_2051526950.tif,3,0
msds,15,separacao-rvl_cdip/msds/2051541114_2051541117.tif,2051541114_2051541117.tif,3,0
msds,15,separacao-rvl_cdip/msds/2053578407_2053578409.tif,2053578407_2053578409.tif,3,0
msds,15,separacao-rvl_cdip/msds/2051539664_2051539665.tif,2051539664_2051539665.tif,3,0
msds,15,separacao-rvl_cdip/msds/2053578978_2053578980.tif,2053578978_2053578980.tif,3,0
msds,15,separacao-rvl_cdip/msds/2051519542_2051519543.tif,2051519542_2051519543.tif,3,0
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085796244.tif,2085796244.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085786815.tif,2085786815.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085780413.tif,2085780413.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085761177.tif,2085761177.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085775721.tif,2085775721.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2076716914.tif,2076716914.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085800240.tif,2085800240.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2078299964.tif,2078299964.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085774562.tif,2085774562.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085777705.tif,2085777705.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085775937.tif,2085775937.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085779914.tif,2085779914.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085594949.tif,2085594949.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2078722032.tif,2078722032.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2082057517.tif,2082057517.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085774470.tif,2085774470.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085800552.tif,2085800552.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2077146993.tif,2077146993.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085775754.tif,2085775754.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085774454.tif,2085774454.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2078790481.tif,2078790481.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085776711.tif,2085776711.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085773928.tif,2085773928.tif,3,1
greeting_followed_by_black_bar,16,separacao-rvl_cdip/greeting_followed_by_black_bar/2085774785.tif,2085774785.tif,3,1
phillip_morris_inter-office_correspondence,17,separacao-rvl_cdip/phillip_morris_inter-office_correspondence/2071023208_3209.tif,2071023208_3209.tif,2,5
phillip_morris_inter-office_correspondence,17,separacao-rvl_cdip/phillip_morris_inter-office_correspondence/2074243321_3322.tif,2074243321_3322.tif,2,4
phillip_morris_inter-office_correspondence,17,separacao-rvl_cdip/phillip_morris_inter-office_correspondence/2054500277_2054500278.tif,2054500277_2054500278.tif,2,2
phillip_morris_inter-office_correspondence,17,separacao-rvl_cdip/phillip_morris_inter-office_correspondence/2054956054_2054956055.tif,2054956054_2054956055.tif,2,0
phillip_morris_inter-office_correspondence,17,separacao-rvl_cdip/phillip_morris_inter-office_correspondence/2054509094.tif,2054509094.tif,2,5
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505406743.tif,2505406743.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2502339467.tif,2502339467.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505406564.tif,2505406564.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2028872752.tif,2028872752.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505163683_3684.tif,2505163683_3684.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505412134.tif,2505412134.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505406144.tif,2505406144.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505406844.tif,2505406844.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505431006.tif,2505431006.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505156240.tif,2505156240.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505406683.tif,2505406683.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505406588.tif,2505406588.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505152634.tif,2505152634.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505411616.tif,2505411616.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2029207586.tif,2029207586.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2501852543.tif,2501852543.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505430460.tif,2505430460.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2028718358.tif,2028718358.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2064275073.tif,2064275073.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505104460.tif,2505104460.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505415270.tif,2505415270.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505370225.tif,2505370225.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505164012.tif,2505164012.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505430583.tif,2505430583.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505430396.tif,2505430396.tif,3,1
inbifo_telefax,18,separacao-rvl_cdip/inbifo_telefax/2505430398.tif,2505430398.tif,3,1
bown_williamson_tobacco_corporation_interal_correspondence,19,separacao-rvl_cdip/bown_williamson_tobacco_corporation_interal_correspondence/0011975051.tif,0011975051.tif,2,2
bown_williamson_tobacco_corporation_interal_correspondence,19,separacao-rvl_cdip/bown_williamson_tobacco_corporation_interal_correspondence/0001457967.tif,0001457967.tif,2,2
bown_williamson_tobacco_corporation_interal_correspondence,19,separacao-rvl_cdip/bown_williamson_tobacco_corporation_interal_correspondence/0000974480.tif,0000974480.tif,2,2
bown_williamson_tobacco_corporation_interal_correspondence,19,separacao-rvl_cdip/bown_williamson_tobacco_corporation_interal_correspondence/0000962887.tif,0000962887.tif,2,2
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tcal0350113_0114.tif,tcal0350113_0114.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tnwl0028203.tif,tnwl0028203.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tnwl0017804.tif,tnwl0017804.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tcal0414389.tif,tcal0414389.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/11004578.tif,11004578.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tnwl0044102_4103.tif,tnwl0044102_4103.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tnwl0025590.tif,tnwl0025590.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/11008370.tif,11008370.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/ti16310884.tif,ti16310884.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/11004707.tif,11004707.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tcal0349620_9621.tif,tcal0349620_9621.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/timo0006878_6880.tif,timo0006878_6880.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/24012638.tif,24012638.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/timo0006308_6315.tif,timo0006308_6315.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tnwl0034252.tif,tnwl0034252.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tnwl0028274.tif,tnwl0028274.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/ti16310691.tif,ti16310691.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/24010368.tif,24010368.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/timo0005699_5700.tif,timo0005699_5700.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/11008151.tif,11008151.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/ti16311204.tif,ti16311204.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/24010784.tif,24010784.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tcal0414277.tif,tcal0414277.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/24012170.tif,24012170.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/ton04903.27.tif,ton04903.27.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/24010740.tif,24010740.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/94000156.tif,94000156.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/11008210.tif,11008210.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tnwl0028324.tif,tnwl0028324.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/ton04903.31.tif,ton04903.31.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/11008379.tif,11008379.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tnwl0018814.tif,tnwl0018814.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/09005475.tif,09005475.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tnwl0017821.tif,tnwl0017821.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tcal0414445.tif,tcal0414445.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tnwl0028134.tif,tnwl0028134.tif,2,3
the_tobacco_institute_order,20,separacao-rvl_cdip/the_tobacco_institute_order/tnwl0025702.tif,tnwl0025702.tif,2,3
