,split_mode,split_number,file_a_idx,file_a_name,file_b_idx,file_b_name,is_equal
112,zsl_split,1,1304,2069710581.tif,1564,2069739471.tif,1
113,zsl_split,1,1304,2069710581.tif,4727,2057413977_2057413986.tif,0
114,zsl_split,1,1305,2069713434.tif,1315,2069713778.tif,1
115,zsl_split,1,1305,2069713434.tif,3536,2070001253_1254.tif,0
116,zsl_split,1,1306,2069715118.tif,1289,2069711785.tif,1
117,zsl_split,1,1306,2069715118.tif,2830,95602607.tif,0
118,zsl_split,1,1307,2069715330.tif,1521,2069725294.tif,1
119,zsl_split,1,1307,2069715330.tif,3390,528858774+-8776.tif,0
120,zsl_split,1,1308,2069715525.tif,1415,2069731735.tif,1
121,zsl_split,1,1308,2069715525.tif,3411,528082032+-2032.tif,0
122,zsl_split,1,1309,2069727510.tif,1314,2069713633.tif,1
123,zsl_split,1,1309,2069727510.tif,4716,2057448108_2057448117.tif,0
124,zsl_split,1,1310,2069722072.tif,1394,2069723627.tif,1
125,zsl_split,1,1310,2069722072.tif,3573,88131662.tif,0
126,zsl_split,1,1311,2069720837.tif,1534,2031300653.tif,1
127,zsl_split,1,1311,2069720837.tif,3395,528007406+-7406.tif,0
128,zsl_split,1,1312,2069723425.tif,1286,2069740103.tif,1
129,zsl_split,1,1312,2069723425.tif,2845,95824452.tif,0
130,zsl_split,1,1313,2069714907.tif,1529,2069713719.tif,1
131,zsl_split,1,1313,2069714907.tif,2780,95602404.tif,0
132,zsl_split,1,1314,2069713633.tif,1473,2069729723.tif,1
133,zsl_split,1,1314,2069713633.tif,3432,527861871+-1871.tif,0
134,zsl_split,1,1315,2069713778.tif,1528,2069728352.tif,1
135,zsl_split,1,1315,2069713778.tif,4833,2084105304.tif,0
136,zsl_split,1,1316,2069710189.tif,1345,2069715993.tif,1
137,zsl_split,1,1316,2069710189.tif,4705,2057402767.tif,0
138,zsl_split,1,1317,2069713677.tif,1309,2069727510.tif,1
139,zsl_split,1,1317,2069713677.tif,2860,95602480.tif,0
140,zsl_split,1,1318,2069737738.tif,1307,2069715330.tif,1
141,zsl_split,1,1318,2069737738.tif,2772,95602467.tif,0
142,zsl_split,1,1319,2069730407.tif,1344,2069731950.tif,1
143,zsl_split,1,1319,2069730407.tif,3376,527962118+-2118.tif,0
144,zsl_split,1,1320,2069711437.tif,1550,2069725161.tif,1
145,zsl_split,1,1320,2069711437.tif,3545,2070001177_1178.tif,0
146,zsl_split,1,1321,2069740749.tif,1466,2069718411.tif,1
147,zsl_split,1,1321,2069740749.tif,2844,95824891.tif,0
148,zsl_split,1,1322,2069723655.tif,1430,2069715549.tif,1
149,zsl_split,1,1322,2069723655.tif,2769,95602726.tif,0
150,zsl_split,1,1323,2069714399.tif,1368,2069716158.tif,1
151,zsl_split,1,1323,2069714399.tif,3412,528007352+-7352.tif,0
152,zsl_split,1,1324,2069738865.tif,1317,2069713677.tif,1
153,zsl_split,1,1324,2069738865.tif,4788,2084592431_2432.tif,0
154,zsl_split,1,1325,2069714974.tif,1508,2069739435.tif,1
155,zsl_split,1,1325,2069714974.tif,2739,95824827.tif,0
156,zsl_split,1,1326,2069737226.tif,1395,2069713978.tif,1
157,zsl_split,1,1326,2069737226.tif,3386,528798863+-8865.tif,0
158,zsl_split,1,1327,2069739979.tif,1503,2069740171.tif,1
159,zsl_split,1,1327,2069739979.tif,4034,2046039536.tif,0
160,zsl_split,1,1328,2069714327.tif,1310,2069722072.tif,1
161,zsl_split,1,1328,2069714327.tif,4793,2084619363_9364.tif,0
162,zsl_split,1,1329,2069740443.tif,1525,2069714436.tif,1
163,zsl_split,1,1329,2069740443.tif,3577,88131779.tif,0
164,zsl_split,1,1330,2069712831.tif,1348,2069734314.tif,1
165,zsl_split,1,1330,2069712831.tif,4827,2084591963_1964.tif,0
166,zsl_split,1,1331,2069710029.tif,1554,2069713217.tif,1
167,zsl_split,1,1331,2069710029.tif,1,2058003684_2058003685.tif,0
168,zsl_split,1,1332,2069731717.tif,1443,2069713310.tif,1
169,zsl_split,1,1332,2069731717.tif,2888,95824504.tif,0
170,zsl_split,1,1333,2069724357.tif,1552,2031296298.tif,1
171,zsl_split,1,1333,2069724357.tif,3796,03724741.tif,0
172,zsl_split,1,1334,2069735372.tif,1456,2069714027.tif,1
173,zsl_split,1,1334,2069735372.tif,3407,529314303+-4305.tif,0
174,zsl_split,1,1335,2069731959.tif,1456,2069714027.tif,1
175,zsl_split,1,1335,2069731959.tif,122,1000771450_1000771451.tif,0
176,zsl_split,1,1336,2069723347.tif,1292,2069731567.tif,1
177,zsl_split,1,1336,2069723347.tif,4726,2057431153_2057431162.tif,0
178,zsl_split,1,1337,2069732981.tif,1507,2069723694.tif,1
179,zsl_split,1,1337,2069732981.tif,3601,88131884.tif,0
180,zsl_split,1,1338,2069732215.tif,1321,2069740749.tif,1
181,zsl_split,1,1338,2069732215.tif,3422,528408284+-8284.tif,0
182,zsl_split,1,1339,2069719378.tif,1446,2069733922.tif,1
183,zsl_split,1,1339,2069719378.tif,4822,2084091085.tif,0
184,zsl_split,1,1340,2069714235.tif,1436,2031313058.tif,1
185,zsl_split,1,1340,2069714235.tif,4679,2057477615_2057477623.tif,0
186,zsl_split,1,1341,2069722255.tif,1554,2069713217.tif,1
187,zsl_split,1,1341,2069722255.tif,3579,88131954.tif,0
188,zsl_split,1,1342,2069712889.tif,1396,2069716017.tif,1
189,zsl_split,1,1342,2069712889.tif,465,0000400113.tif,0
190,zsl_split,1,1343,2069725693.tif,1441,2069710996.tif,1
191,zsl_split,1,1343,2069725693.tif,3617,88131829.tif,0
192,zsl_split,1,1344,2069731950.tif,1541,2069727824.tif,1
193,zsl_split,1,1344,2069731950.tif,3571,88131670.tif,0
194,zsl_split,1,1345,2069715993.tif,1508,2069739435.tif,1
195,zsl_split,1,1345,2069715993.tif,2792,95602577.tif,0
196,zsl_split,1,1346,2069723722.tif,1385,2069723632.tif,1
197,zsl_split,1,1346,2069723722.tif,3377,528055218+-5218.tif,0
198,zsl_split,1,1347,2069710729.tif,1468,2069714936.tif,1
199,zsl_split,1,1347,2069710729.tif,4748,2084592410_2411.tif,0
200,zsl_split,1,1348,2069734314.tif,1450,2069715925.tif,1
201,zsl_split,1,1348,2069734314.tif,4804,2084614533_4534.tif,0
202,zsl_split,1,1349,2031294557.tif,1451,2069725348.tif,1
203,zsl_split,1,1349,2031294557.tif,2833,95602390.tif,0
204,zsl_split,1,1350,2069723254.tif,1314,2069713633.tif,1
205,zsl_split,1,1350,2069723254.tif,2772,95602467.tif,0
206,zsl_split,1,1351,2069730611.tif,1493,2069724962.tif,1
207,zsl_split,1,1351,2069730611.tif,4746,2084619467_9468.tif,0
208,zsl_split,1,1352,2069724135.tif,1498,2069714122.tif,1
209,zsl_split,1,1352,2069724135.tif,4776,2084592287_2288.tif,0
210,zsl_split,1,1353,2069723895.tif,1533,2069715855.tif,1
211,zsl_split,1,1353,2069723895.tif,4726,2057431153_2057431162.tif,0
212,zsl_split,1,1354,2069732347.tif,1412,2031313513.tif,1
213,zsl_split,1,1354,2069732347.tif,4688,2057465914_2057465923.tif,0
214,zsl_split,1,1355,2069740157.tif,1317,2069713677.tif,1
215,zsl_split,1,1355,2069740157.tif,3620,88131609.tif,0
216,zsl_split,1,1356,2069724641.tif,1515,2069714330.tif,1
217,zsl_split,1,1356,2069724641.tif,2890,95602569.tif,0
218,zsl_split,1,1357,2069710549.tif,1451,2069725348.tif,1
219,zsl_split,1,1357,2069710549.tif,3413,527940222+-0222.tif,0
220,zsl_split,1,1358,2069729778.tif,1528,2069728352.tif,1
221,zsl_split,1,1358,2069729778.tif,4704,2057477049_2057477057.tif,0
222,zsl_split,1,1359,2069710462.tif,1421,2069737579.tif,1
223,zsl_split,1,1359,2069710462.tif,3513,2050627626_2050627627.tif,0
224,zsl_split,1,1360,2069722948.tif,1496,2069715579.tif,1
225,zsl_split,1,1360,2069722948.tif,2847,95824905.tif,0
226,zsl_split,1,1361,2069729823.tif,1549,2069726717.tif,1
227,zsl_split,1,1361,2069729823.tif,2882,95602842.tif,0
228,zsl_split,1,1362,2069715459.tif,1517,2069710952.tif,1
229,zsl_split,1,1362,2069715459.tif,4811,2084610170_0171.tif,0
230,zsl_split,1,1363,2069710084.tif,1503,2069740171.tif,1
231,zsl_split,1,1363,2069710084.tif,2832,95824800.tif,0
232,zsl_split,1,1364,2069738068.tif,1441,2069710996.tif,1
233,zsl_split,1,1364,2069738068.tif,4757,2084619537_9538.tif,0
234,zsl_split,1,1365,2031294957.tif,1422,2069729777.tif,1
235,zsl_split,1,1365,2031294957.tif,4824,2084605875_5876.tif,0
236,zsl_split,1,1366,2069712839.tif,1341,2069722255.tif,1
237,zsl_split,1,1366,2069712839.tif,3608,88131571.tif,0
238,zsl_split,1,1367,2069715679.tif,1433,2069720824.tif,1
239,zsl_split,1,1367,2069715679.tif,3409,528027988+-7988.tif,0
240,zsl_split,1,1368,2069716158.tif,1377,2069720003.tif,1
241,zsl_split,1,1368,2069716158.tif,4006,2001117060.tif,0
242,zsl_split,1,1369,2069715156.tif,1534,2031300653.tif,1
243,zsl_split,1,1369,2069715156.tif,4712,2057477040_2057477048.tif,0
244,zsl_split,1,1370,2069725871.tif,1497,2069729741.tif,1
245,zsl_split,1,1370,2069725871.tif,2238,2049433442.tif,0
246,zsl_split,1,1371,2069729567.tif,1466,2069718411.tif,1
247,zsl_split,1,1371,2069729567.tif,4836,ti31689174.tif,0
248,zsl_split,1,1372,2069724122.tif,1550,2069725161.tif,1
249,zsl_split,1,1372,2069724122.tif,2891,95824490.tif,0
250,zsl_split,1,1373,2069734460.tif,1324,2069738865.tif,1
251,zsl_split,1,1373,2069734460.tif,2876,95602581.tif,0
252,zsl_split,1,1374,2069739986.tif,1380,2069729262.tif,1
253,zsl_split,1,1374,2069739986.tif,3538,2070001243_1244.tif,0
254,zsl_split,1,1375,2069715004.tif,1437,2069738676.tif,1
255,zsl_split,1,1375,2069715004.tif,4832,2084116171_6172.tif,0
256,zsl_split,1,1376,2069718420.tif,1325,2069714974.tif,1
257,zsl_split,1,1376,2069718420.tif,4797,2084614698.tif,0
258,zsl_split,1,1377,2069720003.tif,1456,2069714027.tif,1
259,zsl_split,1,1377,2069720003.tif,4753,2084614768.tif,0
260,zsl_split,1,1378,2069739299.tif,1561,2031298135.tif,1
261,zsl_split,1,1378,2069739299.tif,2875,95824757.tif,0
262,zsl_split,1,1379,2069724374.tif,1545,2069715610.tif,1
263,zsl_split,1,1379,2069724374.tif,4721,2057477831_2057477840.tif,0
264,zsl_split,1,1380,2069729262.tif,1315,2069713778.tif,1
265,zsl_split,1,1380,2069729262.tif,2834,95824301.tif,0
266,zsl_split,1,1381,2069725321.tif,1532,2069711428.tif,1
267,zsl_split,1,1381,2069725321.tif,2855,95824473.tif,0
268,zsl_split,1,1382,2069725718.tif,1300,2069710978.tif,1
269,zsl_split,1,1382,2069725718.tif,4842,ti31689170.tif,0
270,zsl_split,1,1383,2069739473.tif,1501,2069729957.tif,1
271,zsl_split,1,1383,2069739473.tif,0,2058003688.tif,0
272,zsl_split,1,1384,2069740115.tif,1446,2069733922.tif,1
273,zsl_split,1,1384,2069740115.tif,3601,88131884.tif,0
274,zsl_split,1,1385,2069723632.tif,1437,2069738676.tif,1
275,zsl_split,1,1385,2069723632.tif,2786,95602611.tif,0
276,zsl_split,1,1386,2069740125.tif,1476,2069738914.tif,1
277,zsl_split,1,1386,2069740125.tif,4001,522870991+-0991.tif,0
278,zsl_split,1,1387,2069711470.tif,1493,2069724962.tif,1
279,zsl_split,1,1387,2069711470.tif,3799,1002938499.tif,0
280,zsl_split,1,1388,2069736751.tif,1333,2069724357.tif,1
281,zsl_split,1,1388,2069736751.tif,3626,88131958.tif,0
282,zsl_split,1,1389,2069719252.tif,1477,2069724596.tif,1
283,zsl_split,1,1389,2069719252.tif,2750,95824448.tif,0
284,zsl_split,1,1390,2069731962.tif,1446,2069733922.tif,1
285,zsl_split,1,1390,2069731962.tif,3644,88131973.tif,0
286,zsl_split,1,1391,2069724261.tif,1516,2069712098.tif,1
287,zsl_split,1,1391,2069724261.tif,3500,2050627856.tif,0
288,zsl_split,1,1392,2069713827.tif,1360,2069722948.tif,1
289,zsl_split,1,1392,2069713827.tif,470,0000400084.tif,0
290,zsl_split,1,1393,2069712969.tif,1298,2069730044.tif,1
291,zsl_split,1,1393,2069712969.tif,2794,95602815.tif,0
292,zsl_split,1,1394,2069723627.tif,1286,2069740103.tif,1
293,zsl_split,1,1394,2069723627.tif,4746,2084619467_9468.tif,0
294,zsl_split,1,1395,2069713978.tif,1386,2069740125.tif,1
295,zsl_split,1,1395,2069713978.tif,2882,95602842.tif,0
296,zsl_split,1,1396,2069716017.tif,1409,2069740481.tif,1
297,zsl_split,1,1396,2069716017.tif,2771,95824688.tif,0
298,zsl_split,1,1397,2069725831.tif,1326,2069737226.tif,1
299,zsl_split,1,1397,2069725831.tif,4725,2057477389_2057477398.tif,0
300,zsl_split,1,1398,2069731849.tif,1399,2069711446.tif,1
301,zsl_split,1,1398,2069731849.tif,2765,95602632.tif,0
302,zsl_split,1,1399,2069711446.tif,1357,2069710549.tif,1
303,zsl_split,1,1399,2069711446.tif,4849,ti31689179.tif,0
304,zsl_split,1,1400,2031294724.tif,1537,2069718453.tif,1
305,zsl_split,1,1400,2031294724.tif,4035,2040237327.tif,0
306,zsl_split,1,1401,2031294505.tif,1570,2069712774.tif,1
307,zsl_split,1,1401,2031294505.tif,4830,2084614473.tif,0
308,zsl_split,1,1402,2069738703.tif,1299,2069737741.tif,1
309,zsl_split,1,1402,2069738703.tif,2739,95824827.tif,0
310,zsl_split,1,1403,2069714803.tif,1376,2069718420.tif,1
311,zsl_split,1,1403,2069714803.tif,3431,528004456+-4456.tif,0
312,zsl_split,1,1404,2069714678.tif,1333,2069724357.tif,1
313,zsl_split,1,1404,2069714678.tif,4683,2057413512_2057413520.tif,0
314,zsl_split,1,1405,2069714732.tif,1358,2069729778.tif,1
315,zsl_split,1,1405,2069714732.tif,3439,530976332+-6333.tif,0
316,zsl_split,1,1406,2069718402.tif,1498,2069714122.tif,1
317,zsl_split,1,1406,2069718402.tif,4848,ti31689128.tif,0
318,zsl_split,1,1407,2069713235.tif,1393,2069712969.tif,1
319,zsl_split,1,1407,2069713235.tif,3377,528055218+-5218.tif,0
320,zsl_split,1,1408,2069731792.tif,1401,2031294505.tif,1
321,zsl_split,1,1408,2069731792.tif,4860,ti31689140.tif,0
322,zsl_split,1,1409,2069740481.tif,1322,2069723655.tif,1
323,zsl_split,1,1409,2069740481.tif,100,0000061196.tif,0
324,zsl_split,1,1410,2069729518.tif,1380,2069729262.tif,1
325,zsl_split,1,1410,2069729518.tif,4041,2072098010.tif,0
326,zsl_split,1,1411,2053684581.tif,1392,2069713827.tif,1
327,zsl_split,1,1411,2053684581.tif,4677,2057466057.tif,0
328,zsl_split,1,1412,2031313513.tif,1320,2069711437.tif,1
329,zsl_split,1,1412,2031313513.tif,4863,ti31689139.tif,0
330,zsl_split,1,1413,2069733373.tif,1526,2069714649.tif,1
331,zsl_split,1,1413,2069733373.tif,3581,88132059.tif,0
332,zsl_split,1,1414,2069736692.tif,1449,2031295001.tif,1
333,zsl_split,1,1414,2069736692.tif,3387,527894345+-4345.tif,0
334,zsl_split,1,1415,2069731735.tif,1315,2069713778.tif,1
335,zsl_split,1,1415,2069731735.tif,4822,2084091085.tif,0
336,zsl_split,1,1416,2069711737.tif,1320,2069711437.tif,1
337,zsl_split,1,1416,2069711737.tif,4748,2084592410_2411.tif,0
338,zsl_split,1,1417,2069717417.tif,1302,2069729419.tif,1
339,zsl_split,1,1417,2069717417.tif,4765,2084605775_5776.tif,0
340,zsl_split,1,1418,2069731624.tif,1373,2069734460.tif,1
341,zsl_split,1,1418,2069731624.tif,2875,95824757.tif,0
342,zsl_split,1,1419,2069734845.tif,1513,2069739296.tif,1
343,zsl_split,1,1419,2069734845.tif,3444,528059665+-9665.tif,0
344,zsl_split,1,1420,2069719248.tif,1341,2069722255.tif,1
345,zsl_split,1,1420,2069719248.tif,121,1000770313_1000770314.tif,0
346,zsl_split,1,1421,2069737579.tif,1570,2069712774.tif,1
347,zsl_split,1,1421,2069737579.tif,459,0000400139.tif,0
348,zsl_split,1,1422,2069729777.tif,1554,2069713217.tif,1
349,zsl_split,1,1422,2069729777.tif,2897,95602337.tif,0
350,zsl_split,1,1423,2069714500.tif,1290,2069724510.tif,1
351,zsl_split,1,1423,2069714500.tif,4815,2070708378.tif,0
352,zsl_split,1,1424,2069738802.tif,1368,2069716158.tif,1
353,zsl_split,1,1424,2069738802.tif,3505,2050627816.tif,0
354,zsl_split,1,1425,2069723018.tif,1499,2069714747.tif,1
355,zsl_split,1,1425,2069723018.tif,2243,2049433412.tif,0
356,zsl_split,1,1426,2069713530.tif,1308,2069715525.tif,1
357,zsl_split,1,1426,2069713530.tif,2739,95824827.tif,0
358,zsl_split,1,1427,2069710868.tif,1461,2069739872.tif,1
359,zsl_split,1,1427,2069710868.tif,2792,95602577.tif,0
360,zsl_split,1,1428,2069739383.tif,1540,2069724029.tif,1
361,zsl_split,1,1428,2069739383.tif,4808,2084079862_9863.tif,0
362,zsl_split,1,1429,2069726375.tif,1435,2069724053.tif,1
363,zsl_split,1,1429,2069726375.tif,98,0000064094.tif,0
364,zsl_split,1,1430,2069715549.tif,1329,2069740443.tif,1
365,zsl_split,1,1430,2069715549.tif,4779,2084619865_9866.tif,0
366,zsl_split,1,1431,2069720087.tif,1345,2069715993.tif,1
367,zsl_split,1,1431,2069720087.tif,3623,88131826.tif,0
368,zsl_split,1,1432,2069724764.tif,1453,2069715662.tif,1
369,zsl_split,1,1432,2069724764.tif,2899,95824284.tif,0
370,zsl_split,1,1433,2069720824.tif,1382,2069725718.tif,1
371,zsl_split,1,1433,2069720824.tif,3638,88131664.tif,0
372,zsl_split,1,1434,2069713755.tif,1492,2069715954.tif,1
373,zsl_split,1,1434,2069713755.tif,2206,517158796+-8796.tif,0
374,zsl_split,1,1435,2069724053.tif,1470,2069714560.tif,1
375,zsl_split,1,1435,2069724053.tif,3497,2050627119_2050627121.tif,0
376,zsl_split,1,1436,2031313058.tif,1299,2069737741.tif,1
377,zsl_split,1,1436,2031313058.tif,3595,88131342.tif,0
378,zsl_split,1,1437,2069738676.tif,1555,2069725636.tif,1
379,zsl_split,1,1437,2069738676.tif,466,0000400087.tif,0
380,zsl_split,1,1438,2069714997.tif,1482,2069737630.tif,1
381,zsl_split,1,1438,2069714997.tif,2809,95602606.tif,0
382,zsl_split,1,1439,2069726435.tif,1312,2069723425.tif,1
383,zsl_split,1,1439,2069726435.tif,3384,528897833+-7833.tif,0
384,zsl_split,1,1440,2069737666.tif,1311,2069720837.tif,1
385,zsl_split,1,1440,2069737666.tif,2790,95602397.tif,0
386,zsl_split,1,1441,2069710996.tif,1392,2069713827.tif,1
387,zsl_split,1,1441,2069710996.tif,2809,95602606.tif,0
388,zsl_split,1,1442,2069732742.tif,1513,2069739296.tif,1
389,zsl_split,1,1442,2069732742.tif,3608,88131571.tif,0
390,zsl_split,1,1443,2069713310.tif,1482,2069737630.tif,1
391,zsl_split,1,1443,2069713310.tif,4833,2084105304.tif,0
392,zsl_split,1,1444,2069725111.tif,1576,2069722907.tif,1
393,zsl_split,1,1444,2069725111.tif,4729,2057403091_2057403101.tif,0
394,zsl_split,1,1445,2069713589.tif,1287,2069719142.tif,1
395,zsl_split,1,1445,2069713589.tif,4839,ti31689177.tif,0
396,zsl_split,1,1446,2069733922.tif,1293,2069728550.tif,1
397,zsl_split,1,1446,2069733922.tif,4708,2057431102_2057431112.tif,0
398,zsl_split,1,1447,2069719461.tif,1436,2031313058.tif,1
399,zsl_split,1,1447,2069719461.tif,3503,2050627744_2050627745.tif,0
400,zsl_split,1,1448,2069717459.tif,1465,2069723816.tif,1
401,zsl_split,1,1448,2069717459.tif,2844,95824891.tif,0
402,zsl_split,1,1449,2031295001.tif,1505,2069716215.tif,1
403,zsl_split,1,1449,2031295001.tif,2753,95602795.tif,0
